age,income,income_group,employment_years,savings_ratio,expense_ratio,transaction_frequency,income_stability_score,payment_consistency,eligibility
21,20000.0,Low,10,0.08187422433941469,0.6767472345696284,31,0.4809932893206517,0.8281673461709078,1
28,46915.994302486455,Low,23,0.1241298033945982,0.6223487118270532,30,0.3554114737981953,0.4775959154245585,0
44,80847.20924985614,High,25,0.4557530206817646,0.4922072551185809,34,0.8966352595748265,0.8700315805835813,1
31,23461.429070443322,Low,7,0.3442888578518296,0.95,28,0.6862257807465338,0.8878302720446797,0
37,78871.33763801488,High,9,0.5219021693834098,0.5939892889527932,30,0.7277449464784699,0.7449265040095187,1
28,57175.54928691499,Medium,11,0.09054555170020448,0.739954927685673,26,0.35906779279574,0.9133777128983711,0
55,86805.65140667983,High,9,0.21165960205517834,0.7689525943973542,40,1.0,0.8446397449152683,1
55,59977.06421849073,Medium,12,0.07225869891424615,0.8152844066501537,27,0.9427773673253896,0.9538101531431237,1
53,45558.640140087446,Low,25,0.23040755398391913,0.9402557295296589,28,1.0,0.6502931175177575,0
25,66161.71321518281,Medium,17,0.3421714934502579,0.8902689898211609,25,0.5367332232263418,0.907740737429563,0
59,59392.290209800274,Medium,9,0.2751148607631998,0.6722142753235797,27,0.7819654474884219,0.849086921954599,0
48,43782.977317186385,Low,18,0.15424372837541778,0.6945337372329922,38,0.8665029750019079,0.6329893851842912,0
27,104366.86966022773,High,19,0.3478021227537056,0.42626712961350627,38,0.9667019795481564,0.5316107063141763,1
29,40578.03636831371,Low,16,0.17224782545141432,0.7873029605501659,24,0.8877890525550636,0.8124476114958065,1
28,20000.0,Low,19,0.42963092951169346,0.6180703719118853,28,0.720629064449066,0.567377686784008,1
32,91633.97936242985,High,15,0.7093682251579861,0.5241112687786729,35,0.41375393321843756,0.77133971999341,1
54,48328.73055368147,Low,4,0.4764653321681943,0.8871767899730576,31,1.0,0.7043899491164323,1
53,54064.53478068609,Medium,2,0.5827560426135143,0.858444462515354,38,0.4344755073746581,0.714469544176618,0
43,52841.87870741932,Medium,29,0.33084065288952796,0.615952369045404,24,0.4794174864351861,0.7760044025056216,0
44,48606.97131683348,Low,26,0.35961527720364134,0.6918884745497166,34,0.9257112149991261,0.8278407633788947,1
57,44676.15057473108,Low,14,0.23286342995719636,0.25254536012373546,30,0.4150792915285053,0.8249650492656909,1
55,40063.65395006071,Low,25,0.2593694008782994,0.7594907829770005,26,0.4894104084826282,0.9657574067461203,0
42,61295.19523409131,Medium,1,0.24202074512227084,0.8517611478612286,35,0.3755065182977155,0.8844413385990353,1
47,51960.248846487295,Medium,12,0.4537557937696202,0.6460091198685393,31,0.4616298416889155,0.8358752232378679,0
55,74607.24380667893,High,21,0.23325055044568063,0.81504823892799,29,0.8358792517957632,0.615299148691928,1
21,69653.88103232309,High,7,0.11930966134188462,0.95,37,0.6220290487618081,0.6188549507271756,0
55,41449.756129491914,Low,22,0.21562082266941232,0.5335299556642751,35,0.4360437350348945,0.8298245149951226,1
57,62170.42552144713,Medium,26,0.26924132562845604,0.4234994434304932,33,0.5469681282764612,0.8239362987953175,1
34,51643.23351757293,Medium,29,0.746364468001748,0.7867142373521534,40,0.8792171593031899,0.7160467839502499,0
23,40166.79114732669,Low,16,0.20590140457437323,0.8748470834227415,30,0.7299594116495931,0.8259146947849623,0
21,73788.63141030265,High,3,0.19385832471673742,0.6730008725653149,30,0.7070191793200384,0.965975473918007,0
25,57573.494413832705,Medium,18,0.6170636035976619,0.5429496747017951,23,0.3902341496888808,0.5509392212173454,1
46,51848.999596590416,Medium,21,0.15339127778835715,0.8909597257441976,42,0.7100571007982422,0.8887816409338661,0
34,42888.655271534415,Low,24,0.16264051884379413,0.8302728879541607,28,0.6799583739007273,0.8665205494517336,1
59,39441.26477853322,Low,8,0.46758924450488143,0.5568762996482821,33,0.6494493977988831,0.8523024669660556,1
47,99775.36047829091,High,22,0.1702242985985754,0.788259325831682,32,0.7410201556555225,0.8539025764361227,1
29,66682.37299259994,Medium,14,0.45416116095524994,0.6213558877705541,28,0.4186899885083151,0.8883851559299693,0
35,38177.41925594366,Low,27,0.3016851387639352,0.6291856985084127,44,0.9912849299559194,0.8453721536292017,1
35,65757.31796645626,Medium,8,0.23059281200833037,0.8233824901948846,25,0.5800503362971037,0.9262681034794882,0
46,81240.32353591075,High,23,0.5642716053810493,0.7104580524673715,26,0.8380015734411521,0.8405932340975144,1
33,63350.352250600845,Medium,20,0.18161886813093467,0.8249653913457635,17,0.6146403935165391,0.7889343576253237,1
52,87480.42684266249,High,8,0.42968078062843823,0.95,26,0.6170356621409181,0.8449316544716972,1
59,29143.73715860066,Low,13,0.051766666859878546,0.5438424274304573,25,0.8366421527672973,0.8152431811677291,0
52,20173.559052395787,Low,22,0.23234691329376117,0.9166736998654612,34,0.6133155477789735,0.7912886088094495,0
24,65210.34843707507,Medium,20,0.16105069814631442,0.7532138236970335,29,0.7963223607566826,0.8385061145482813,0
50,65529.92286747766,Medium,15,0.3781267584028364,0.8699011015872621,24,0.5574872944878653,0.8174571163291693,1
57,20000.0,Low,23,0.17123781474514715,0.797687603267264,33,0.505825114526791,0.8214187279764542,0
43,47528.478175959695,Low,22,0.16133014018347275,0.9451084352884684,29,0.48687225941692763,0.7747207303929566,1
59,39826.753712330894,Low,24,0.15407788022313115,0.3524256492346322,25,0.5504660976651925,0.8319754137080432,1
35,32161.075185936872,Low,25,0.10167318672959451,0.9267321307881232,32,0.3775929940037092,0.6737575789230237,0
49,39779.16470780378,Low,16,0.058203330578032196,0.7149087218471291,33,0.394240817456611,0.9508966051814337,1
56,71915.7560319872,High,12,0.1312620332542288,0.6797720971665119,27,0.9689525188518517,0.9413352325899139,0
33,39651.89957420583,Low,8,0.3706334794380468,0.37762593650447485,31,0.5355601796385008,0.6236855025494926,1
52,40337.55730836317,Low,14,0.24176952404205615,0.6427210704016025,31,0.7171701366902378,0.7887008473480611,1
27,27623.893822846418,Low,6,0.6234886612676419,0.9479366649432119,28,0.6751233625085546,0.8250856539616249,1
42,85378.19285031653,High,0,0.17314445518461458,0.6738459700940851,28,0.829311602457636,0.7074662279738639,1
48,68692.64730941268,Medium,0,0.3593725702070129,0.6979716380628886,19,0.8222517221491457,0.3515898466781633,0
22,20000.0,Low,4,0.11706672071167493,0.3285114754089723,33,0.5767494496854323,0.7327054714302982,0
26,40355.19841553627,Low,23,0.6845245683703528,0.7964966985258388,33,0.4337568714613753,0.6054764622393848,1
48,70570.35768789852,High,8,0.21631240606251553,0.3614174573426761,34,0.4947595669082687,0.9751935951068424,0
48,85627.85097965674,High,11,0.10021790136242689,0.8385183232764754,29,0.6371551018770374,0.8135350566341553,1
40,76816.77518733313,High,5,0.2208087545817539,0.6503849719272767,34,0.7688935566888627,0.9162033153478055,0
50,52886.34179484229,Medium,27,0.2872096908661221,0.45901503508730956,30,0.782859040036418,0.8703909095056538,1
31,21372.462784139236,Low,12,0.4153724279615903,0.9024485869261802,28,0.9740213612922692,0.6900582803061344,0
48,77404.97987822621,High,25,0.39689453601372116,0.719871897296305,30,0.591059308123198,0.7159670720441719,1
45,54062.06297358991,Medium,27,0.03471241478012904,0.7311240364588373,24,0.4305685041015367,0.8114048380292243,0
59,61377.2402923014,Medium,7,0.7493747030643534,0.8152236380810585,26,0.7377379341952631,0.5932921195138398,0
53,56451.59123583006,Medium,14,0.12082833828947066,0.8963173149874989,27,0.40306927770346124,0.8057505868930809,0
21,32889.410008474646,Low,5,0.3213735423968925,0.6369228002903662,35,0.44882271261264695,0.8766127642184739,1
47,67285.00424445978,Medium,26,0.5732763035009206,0.7507787245045869,29,0.7551796573776691,0.6882333918532787,0
33,64529.180622268934,Medium,5,0.11819309873817416,0.8184500075689707,26,1.0,0.6101265068710285,1
23,51484.22314170403,Medium,3,0.4793020845080531,0.5264028999233865,34,0.48836814985698346,0.4755148686308222,0
59,69422.11599724974,High,10,0.3774548584899016,0.47345799484362566,27,0.6231708402417403,0.7356347951469395,1
26,32520.00905153388,Low,20,0.2706385474523331,0.6536188254224813,26,0.642518128886133,0.8102554687890636,0
28,54619.94448233782,Medium,29,0.2607800121426032,0.6833268047234234,26,1.0,0.7408181463171621,1
47,60522.549458715774,Medium,17,0.12540227811293256,0.8273203574903546,28,0.8754530400966662,0.7404499554591166,1
29,25301.447357298755,Low,2,0.1100127991609678,0.7352288241965916,26,0.5578080000450174,0.7530587310713102,0
57,58858.06778327893,Medium,2,0.47120834297054204,0.4875465746489099,32,0.5488146022587275,0.38145312594825015,0
53,74672.90293362591,High,29,0.08026501107888795,0.8552727517368245,28,0.7376261935429042,0.7608893650501853,0
44,53935.38151914265,Medium,11,0.10635797874116866,0.8148089411083037,29,0.6208998753381577,0.8248104959166523,0
35,59317.70194971311,Medium,26,0.38693911961291727,0.9425115676871081,30,0.7910764698716131,0.8308780173975103,0
52,71246.88078468334,High,20,0.06064765879302004,0.6200450722139804,21,0.7455756329446857,0.8231898484533627,1
52,52243.997822674544,Medium,29,0.29092051961066956,0.7956238292526733,36,0.3758796968374154,0.67507102035578,0
44,54044.052009114224,Medium,20,0.22290168766505294,0.95,34,0.406176721538875,0.9542247383111907,0
32,36465.92970935066,Low,5,0.18812692563688702,0.7476536412287024,26,0.4303006977558688,0.621337137472998,0
59,59701.2644535847,Medium,20,0.4061785936611379,0.7607215143602566,42,0.8152257518556858,0.9020585298574073,1
22,53303.030327904395,Medium,27,0.03925522941286455,0.95,23,1.0,0.6121133801062733,0
23,69981.79590106645,High,5,0.1530289898255325,0.4312508681009101,37,0.6868161936571698,0.9499281381813492,1
57,71269.19908366477,High,7,0.5721445063054238,0.673765231797964,22,0.4758463143488043,0.7835591887281073,1
37,75824.18078025762,High,14,0.5032741183721614,0.45584489905793396,30,0.8028557169211692,0.6802921785832888,1
22,49834.79298209738,Low,17,0.101301981664089,0.5914572988138153,26,0.7876212921517096,0.8210288222790638,1
22,20000.0,Low,19,0.15557999802129133,0.8556247761525337,34,0.849028858602384,0.8632942735754364,0
48,74832.79492929549,High,28,0.15128494611148147,0.6356217272725164,34,0.8717136871675251,0.9096060878517981,1
43,68622.41928194818,Medium,15,0.1945940201408063,0.8834970840506478,38,0.8501121334954336,0.7504668163029142,0
57,47294.167906278206,Low,5,0.17603381833643889,0.9491734550079625,21,0.8546819167087383,0.8757597819056873,0
52,71098.80399134674,High,27,0.24143220326869194,0.6461838508038539,34,0.9445563646620847,0.5913305476438696,1
53,31028.203949675168,Low,20,0.4646432591635418,0.95,25,0.9578487999383054,0.9899329681585534,1
21,80604.8042574055,High,16,0.21500819453967046,0.7615552940814996,34,0.38298912289302184,0.6937537833411521,0
39,53327.508964119,Medium,8,0.43099814387122676,0.6676812998246431,33,0.8196814621518004,0.7254755883985146,1
22,43421.4477399021,Low,18,0.15648107949933965,0.8761964907897433,22,1.0,0.8550148110983734,1
46,47565.96887522224,Low,17,0.4512145619622177,0.7731200775107937,36,0.8780752172784,0.8140608415183542,0
52,55370.300279995754,Medium,24,0.31560439015553293,0.8174564774975152,32,0.41232795630797225,0.6768599592720462,0
26,59759.75853401073,Medium,22,0.08449791773357745,0.8866718437074965,29,0.875180608064921,0.909424834278466,1
52,60965.60560798814,Medium,4,0.08114109760906671,0.7204245049971691,37,0.5377830369057645,0.8562300493670543,0
24,51407.85112083752,Medium,27,0.07409267925674713,0.8271684053093834,38,0.4802471333869687,0.9163429139053333,0
31,64004.79146922958,Medium,5,0.3014549330698986,0.712467760955957,27,0.506245525830771,0.9311084579221699,1
37,60165.58548666868,Medium,11,0.18696791608278682,0.8971080410002847,26,1.0,0.6102754207597221,1
58,47048.54008851202,Low,10,0.14439196442417987,0.4996830044925012,32,0.8084279436434224,0.740502045021449,1
44,44036.187511574724,Low,15,0.19833461769243224,0.9140265666558889,25,1.0,0.8957765691753056,1
25,72167.31085789675,High,19,0.3134892011942035,0.7578823703334796,24,0.9652039530731581,0.923696945942162,1
54,70486.5207199581,High,16,0.2782359765415473,0.9143525042612448,33,1.0,0.6019015505487941,0
26,61142.72710322527,Medium,19,0.26476000909693137,0.6269984302900347,32,0.7495999476240882,0.8904429774550052,1
42,78483.90931980402,High,8,0.44398277110987466,0.8979549284274502,35,0.62260212161021,0.7415024289468319,0
31,20773.446876647307,Low,0,0.5797696318539914,0.95,25,0.8377473247943464,0.9007043289458387,1
36,48712.107169865936,Low,25,0.45835436064431373,0.9315086039505583,35,0.3613580670631615,0.9098775282536087,0
53,36873.65775330711,Low,2,0.20894573545170242,0.8340798788534362,31,0.7874986358350111,0.7606758807943083,0
29,105125.44530275703,High,20,0.160643412073995,0.6417912727317989,30,1.0,0.8832716251944929,1
26,74264.39640791973,High,22,0.03835273654944415,0.8326991925142059,32,0.9663688164866415,0.7693956583856552,0
36,58418.76032683448,Medium,8,0.37331098025968273,0.8111553859362756,31,0.4910436525783717,0.7715358290233978,0
49,75699.81157692312,High,21,0.08012598877189273,0.7646367478861035,28,0.46532905408102776,0.8206129580104451,1
23,82325.5132751023,High,18,0.6282231117259841,0.6438180255900852,26,0.9608620257008188,0.7788026445897758,1
40,82112.63383048141,High,12,0.21475397300058005,0.8316964478715649,29,0.4194860430433002,0.9212886945667585,1
56,78434.06970200707,High,22,0.47407580973304386,0.95,31,1.0,0.9276292867282061,1
39,54749.19353435877,Medium,13,0.19239480962497718,0.777664467566623,29,0.6819287649881965,0.6341273821048493,0
46,49972.69161032096,Low,19,0.5716028492785667,0.95,33,0.9992874812411063,0.8748067422664687,0
23,40756.2164003863,Low,18,0.0514715838656743,0.6339026550551589,42,0.9086502420356661,0.9139618335608184,1
39,70048.94533458014,High,29,0.1994771093719047,0.5311059070097516,32,0.8582092745274386,0.860629216891261,0
40,56821.28529342438,Medium,22,0.6448069023855093,0.8663749696988592,27,0.5008510874509041,0.7636152275269857,1
52,51630.57938965608,Medium,26,0.19670185371515295,0.3166668004111119,28,0.41158723362701827,0.5547376180255542,1
27,50586.77276544395,Low,26,0.5194704418009706,0.7478783852645566,29,0.8095532914787945,0.8309913729364476,1
53,89003.85261269376,High,6,0.060892622380166544,0.7703093475076506,37,0.5218224762154375,0.6332984705762944,0
59,79053.60825683342,High,3,0.22402309955042948,0.6770186019947529,36,0.9591529202048084,0.9026360747952386,1
38,96607.87712256331,High,11,0.44869476349053067,0.6653539012093136,38,0.44357182784432475,0.7541895766689105,1
21,70580.32599784217,High,22,0.24944357401059328,0.7787386074683551,26,0.7372784272864398,0.9631302191991076,1
31,61139.08880509796,Medium,26,0.2026193449050536,0.8700000749973441,22,0.6565730581778338,0.7527520356327941,0
48,59491.9509851015,Medium,13,0.40907417937184154,0.53653379000678,28,1.0,0.6901657289469549,1
45,39593.96905477054,Low,1,0.16807364763359506,0.8739642765111529,32,0.9685463155343194,0.7663609442855711,1
43,34771.62016497199,Low,0,0.17341503526046068,0.6557299075224271,33,0.8389813889679757,0.8147964873938126,1
51,70146.82043785749,High,27,0.20183875997383982,0.9199910015218007,33,0.8988688828193856,0.7357725887018997,0
50,41306.425790334906,Low,17,0.06801910871399763,0.6440105366497101,19,0.8358789085159594,0.7364429899506394,0
55,64229.155077344716,Medium,19,0.16333105413027052,0.6870778889645716,25,0.8365886080825065,0.7171810650576189,1
27,82309.33366190424,High,7,0.22293386462528753,0.6355445522026727,27,1.0,0.8777551195474074,0
36,46690.92133938207,Low,2,0.28052130198707376,0.6077594476109088,31,0.8619381798995758,0.8575615428974269,1
46,100209.63269183156,High,25,0.3048761513003203,0.5339824552559191,21,1.0,0.7634994387786426,1
22,40186.09758111801,Low,5,0.17053765929561432,0.6783551305749745,33,0.6462443088840166,0.904549332731852,1
21,79803.89512979692,High,21,0.16309471593943203,0.8397393121188383,26,1.0,0.9062595734181325,0
32,68495.12362264724,Medium,12,0.40240098252487805,0.7173461399578684,30,0.7986207395354774,0.803738990637832,0
25,83881.90499892303,High,8,0.24593415697518042,0.5271583753971598,33,1.0,0.7417486525190998,1
57,37676.04777280621,Low,8,0.13077495818089307,0.8407478561964887,35,0.4013227557495639,0.9649651720379541,0
52,106140.41833907222,High,19,0.14018688732087614,0.31210837341676523,25,0.8335247138817661,0.4960851922778806,1
29,56424.49832434189,Medium,8,0.5569882881799132,0.5878663777306634,36,1.0,0.9064140863399482,1
55,73532.95878598563,High,14,0.264298840651378,0.9472855579564413,24,0.42012647799511527,0.7283135089158427,0
39,88889.74977893001,High,12,0.05362671746112419,0.4750597122159424,40,1.0,0.8011099963482282,1
36,47906.75865009568,Low,21,0.15161606609638312,0.8576381891681594,33,0.45003683637391156,0.8368169212785183,0
23,76514.52725894358,High,15,0.313335511998394,0.70100718696891,34,1.0,0.8921133433094653,1
40,44570.60709557014,Low,1,0.24115200792399002,0.8681237418448011,30,0.546828426719154,0.9694806877987191,0
44,87939.23160915679,High,25,0.22104012969829331,0.7785471731356115,24,0.943489722722235,0.8406485799151161,1
53,44796.38537542532,Low,13,0.6402887558694139,0.8487949062989618,26,0.36419400363326315,0.9159179331194747,1
44,60770.13964991518,Medium,26,0.5329199632702705,0.39405223875721457,33,0.5615266855629701,0.7782623824957956,1
31,66122.4140202392,Medium,5,0.482071475245926,0.896507820933059,34,0.7883602259336355,0.8801525111474986,1
28,75685.99539445231,High,1,0.27005806771377533,0.7980289440952405,35,0.5347639924226651,0.8810978842897983,0
56,99369.5261685309,High,7,0.2255962394638342,0.5388519830372402,21,0.9318918696898125,0.9165514620940651,1
58,50960.62020771021,Low,3,0.058863730955367156,0.650799634062172,33,0.8239246335536805,0.8587778607697445,0
40,82774.69548547213,High,20,0.011621066061526441,0.8062816543664029,38,1.0,0.9332516429127852,1
55,99405.16897268273,High,23,0.16569860917992965,0.5135351504943233,22,0.8084307845018269,0.8292186896844276,1
45,63314.667217298345,Medium,13,0.3681477465970865,0.7557441073499318,29,0.9009970750596454,0.8247275581808566,1
55,48997.34499759418,Low,10,0.22054175543660828,0.46850798763253676,27,0.401164805717648,0.7210837266983382,0
45,25399.32521129417,Low,23,0.1471712492024719,0.7868435914039259,35,0.35549390137946685,0.825824204379975,0
49,97665.51534822125,High,27,0.5378740837704999,0.9071558741581408,24,0.8048185822328637,0.8362546138529727,1
38,55111.113401512725,Medium,13,0.24718727008172553,0.8454963521000614,32,1.0,0.9321379477188482,0
38,39972.83001538898,Low,11,0.40711729692799337,0.947847432429789,37,0.5281269783525482,0.763467757630465,1
22,32833.39831580475,Low,15,0.08569508161056716,0.5453266447394348,41,0.334032472552824,0.9290045939018059,0
55,39935.71619219917,Low,5,0.07644384669710735,0.7061316660143115,29,0.578576964659882,0.8753926525050421,1
36,78394.10586454331,High,19,0.18949449660211873,0.8721196701685356,23,0.8957533907945038,0.7541204876907196,1
56,81157.37055349477,High,0,0.36051572949978655,0.8302994444554743,27,0.942747469204733,0.7112046387353845,1
53,73042.43742911072,High,11,0.20796982899091215,0.7463277519162919,32,0.919790006111245,0.844201612295245,1
24,62646.75654706729,Medium,6,0.30901322815502336,0.7506932086014397,29,0.41929316620519963,0.8822214238794269,1
53,35089.588209973284,Low,7,0.4993504490629262,0.5355813052375062,37,0.8746699881365292,0.7573226608372895,0
34,45401.18108195905,Low,8,0.26789689901443137,0.7268491380564859,30,0.40255917548440273,0.8502793693262922,1
